,dist_kilometers,vendor_code
25966,1.214,97
5431,6.113,71
30478,1.271,105
15386,2.045,13
9776,2.996,97
67430,11.341,80
87396,5.075,80
64607,0.612,64
14801,6.724,97
9045,0.051,97
58074,3.096,97
74849,2.336,134
16375,13.82,0
27725,8.047,0
45110,2.216,97
58485,8.95,97
4334,7.471,71
75390,3.797,97
83517,5.748,0
40584,1.476,64
27469,4.826,71
63761,0.27,97
15725,3.373,80
70375,3.612,97
19616,1.346,97
48618,17.7,71
6770,4.345,3
20028,4.562,39
80115,3.987,97
77992,0.462,97
77871,2.456,97
72615,4.318,97
27181,0.075,97
22858,0.024,39
82445,4.339,97
2687,6.182,97
57425,2.983,97
88902,2.123,71
40253,3.243,71
37992,2.422,71
60641,6.368,97
60473,11.187,0
32060,3.263,97
76577,4.406,30
36759,6.667,71
24483,2.993,97
14734,9.616,81
61290,9.279,0
14311,1.118,71
80266,3.733,79
22655,3.11,64
33611,8.39,97
16788,0.426,79
47743,5.282,79
5599,4.609,71
64581,4.109,66
1929,0.046,0
65904,7.821,0
14271,2.554,71
55993,2.35,97
39530,1.289,71
80410,2.396,97
52959,3.854,71
85641,2.29,30
16195,15.375,7
88984,9.385,0
8025,0.037,97
58008,0.764,97
35941,1.205,71
32181,11.32,66
83012,0.025,0
85721,0.267,120
17837,0.059,97
74888,4.482,30
23395,3.444,97
65909,7.387,97
3921,6.281,71
47439,5.178,9
61830,2.659,97
36212,2.491,97
67377,17.005,97
18650,5.819,10
41139,5.859,0
44113,1.646,97
36778,13.875,97
2715,3.857,97
79826,4.592,81
33124,4.545,80
50454,3.678,71
70770,4.886,126
21631,3.173,71
23333,3.415,63
57387,5.353,97
79373,0.674,97
19078,2.178,9
38857,2.372,81
8291,3.482,66
26743,7.045,97
18449,3.966,71
55265,7.033,71
15918,10.437,71
63656,10.322,0
12103,1.453,64
11344,6.366,64
38668,5.215,108
18420,6.128,0
87591,8.848,80
30626,5.401,97
82287,6.36,97
85604,3.873,108
61708,3.716,71
34347,0.741,21
80993,0.024,81
9173,6.88,80
71242,4.263,81
80724,7.057,64
39545,1.124,80
44106,6.07,97
5278,13.557,10
66834,9.371,20
74140,7.705,97
2772,0.368,97
40688,14.514,97
67477,9.3,0
5788,1.178,80
50186,5.115,97
5377,11.503,97
73040,0.026,135
37922,0.534,97
89027,0.732,97
43786,0.828,97
64648,6.512,97
60132,0.024,97
19582,7.396,10
68296,3.776,99
5502,0.713,71
12463,4.371,97
69102,0.031,97
64997,1.117,97
66946,2.442,66
28475,0.282,97
46870,3.011,64
66335,11.471,39
49246,7.781,0
14742,2.349,105
8319,3.292,49
43546,0.058,81
53934,3.583,80
69325,3.831,105
88698,0.583,39
45290,17.087,97
59820,7.107,71
80225,7.015,80
65720,1.767,115
39892,3.621,97
40497,7.728,97
68573,4.927,13
20226,5.153,79
58037,18.654,81
525,3.294,97
67702,11.149,97
40375,2.987,71
24283,7.564,97
50629,4.928,97
56699,0.542,49
13670,1.152,80
76721,0.206,97
45378,0.755,72
26683,3.199,71
10538,3.001,0
68835,12.47,97
21936,9.365,86
86234,0.053,71
80658,0.027,38
26574,4.002,0
33086,5.41,0
28435,3.422,58
38155,1.087,81
25572,4.493,97
59278,1.953,71
69939,0.246,80
21727,0.594,82
30264,5.248,108
26522,3.495,97
42219,0.224,39
38136,2.875,97
64911,9.505,0
58774,10.39,0
17251,8.15,64
23124,2.413,81
21198,2.552,97
42079,0.53,97
494,3.965,39
78996,6.806,0
75709,4.448,97
86074,3.869,97
1464,7.705,0
81486,1.952,58
2770,2.481,97
36920,2.202,39
31417,0.509,97
63944,4.127,0
59266,3.041,71
14355,3.293,97
80334,3.608,80
60731,4.849,71
72743,0.144,71
63514,0.547,97
54981,10.813,31
7280,3.936,0
72194,4.054,80
39873,4.711,66
83530,10.768,0
69166,4.211,97
77582,2.318,64
22805,8.129,68
56784,12.851,81
54604,1.391,97
4427,7.905,0
46696,8.211,96
2721,2.923,0
87230,7.777,0
34975,9.577,81
14696,4.395,43
38085,2.198,71
83199,12.209,79
4064,3.526,52
6394,3.539,97
2545,15.051,38
53240,4.101,71
44145,16.186,71
64930,2.198,126
31169,5.106,97
16768,1.72,1
15898,6.92,0
44891,13.873,42
2911,0.93,94
30281,12.855,20
68222,0.237,71
90028,3.766,97
42841,4.869,3
69844,6.082,0
62494,1.922,52
42612,1.561,80
34013,6.426,71
74931,2.466,134
81747,3.947,58
75663,10.48,0
23056,1.914,64
66685,2.842,80
77921,15.222,80
16792,5.066,81
47793,6.637,0
48913,3.781,97
62168,2.774,97
30917,0.083,39
35404,3.753,10
76498,6.715,71
89881,4.563,105
76743,0.155,80
19958,2.842,97
52817,8.931,71
35963,10.055,80
59534,3.901,86
23848,2.242,97
7862,11.445,76
39848,7.24,71
37689,9.766,79
72505,1.584,97
20518,6.259,97
36393,8.192,0
61625,2.585,80
22681,1.164,97
71028,3.725,79
15734,10.913,71
84326,2.869,97
57322,5.651,97
81653,2.498,97
11032,1.673,71
83894,11.604,99
29603,1.998,97
32729,14.475,0
6089,5.286,3
51904,1.865,97
6552,8.833,0
39429,6.164,97
45640,0.543,97
66851,0.051,39
89070,5.994,97
70243,6.905,81
10877,1.963,71
34121,16.432,71
3698,4.871,30
44214,13.308,97
79113,7.702,48
9291,15.385,71
2235,15.31,38
43558,1.92,97
20899,3.387,97
1720,4.607,97
66668,2.756,97
12390,5.776,80
53523,7.377,64
29578,5.406,50
47398,4.049,80
45112,6.989,80
73007,4.733,71
32963,0.063,80
34756,6.397,97
39361,1.851,97
24838,8.362,97
3553,1.25,97
77847,8.811,80
32243,3.87,99
88095,4.497,0
6977,6.861,20
39348,1.373,97
66367,0.133,80
41041,3.408,0
89187,0.62,97
5718,1.913,71
86251,2.353,64
49111,6.09,71
55334,5.88,97
57185,4.855,0
26039,2.193,97
28753,3.02,97
9580,5.984,97
24418,6.155,97
1804,1.055,105
77917,10.38,0
71836,7.134,71
39677,5.204,0
19921,2.942,97
82026,7.856,97
77899,8.753,0
27095,5.75,97
68576,2.112,0
55839,3.529,0
74612,3.139,97
29286,0.316,38
16050,3.056,97
68680,13.843,0
88641,4.063,71
86698,6.273,0
78893,4.054,80
88388,3.273,97
25942,2.262,97
47470,1.194,97
33491,11.21,97
63612,4.658,97
73871,10.406,71
27686,4.718,71
72776,0.144,97
11718,0.029,97
79225,2.053,97
53409,3.174,97
39166,4.442,97
50335,3.275,71
39981,2.387,71
73733,2.06,97
45503,0.246,97
4816,4.151,22
1298,11.919,0
84003,0.077,97
83593,2.083,97
31514,12.475,6
89579,9.534,0
43301,8.398,97
16519,6.996,52
82011,3.609,66
80203,1.64,97
56502,14.556,0
77774,4.091,97
46821,9.365,81
32024,7.856,0
22679,1.442,81
57521,4.472,97
36976,0.405,17
48561,3.481,71
84899,3.908,64
57763,2.362,97
46599,0.055,97
64736,1.861,97
70498,10.933,0
16424,5.632,80
37281,13.512,79
67768,1.484,80
15823,3.487,97
8884,4.751,97
42779,14.179,64
57369,1.608,117
19040,16.086,71
33534,11.865,97
9470,3.794,0
59311,7.15,71
71411,2.599,97
11450,3.876,80
15967,12.378,97
58995,1.562,126
27120,5.25,97
11667,7.209,81
11720,9.75,97
13054,3.692,115
25857,3.78,71
16361,6.721,71
68421,7.075,0
13152,0.024,97
26018,2.173,97
69402,3.106,64
30511,15.693,97
2685,5.588,10
77263,6.414,97
46486,7.286,97
51127,17.882,97
72006,2.627,80
63694,4.224,97
70988,13.29,0
90180,0.703,97
15960,4.156,80
28953,3.813,58
88574,1.524,97
29239,5.768,58
49746,4.751,97
88160,3.889,97
41943,2.222,80
42469,9.68,52
35227,5.585,43
47797,8.713,0
78456,0.906,97
43053,0.044,97
3593,4.512,86
45962,5.461,20
5843,2.138,80
81032,9.437,81
34955,1.515,71
87762,8.679,71
75540,7.121,64
19492,1.936,97
3658,8.29,97
48112,0.128,97
84221,11.074,0
59775,7.488,71
7193,3.551,64
61831,2.284,97
13807,5.149,97
40470,2.777,97
44625,0.72,97
36418,1.82,97
60418,9.01,0
47428,7.285,71
59872,9.78,71
88795,17.803,71
21747,6.485,97
2095,8.617,39
56276,0.025,97
23882,1.488,71
43270,1.078,80
41869,5.6,105
38670,14.81,81
68762,4.481,97
8730,0.091,97
83822,0.157,64
65144,4.521,10
6639,0.582,3
19934,5.643,97
50762,13.173,81
69773,17.068,97
52227,13.921,97
73248,9.038,0
58511,0.033,97
19489,2.282,64
34533,0.06,80
20085,4.688,31
54064,1.319,80
4627,0.062,0
3455,4.085,97
359,2.523,97
83575,18.557,97
60998,3.995,0
54961,7.649,0
50400,10.898,10
83644,0.054,10
83533,14.114,80
21161,2.296,97
21740,6.841,97
11831,1.26,97
11281,6.649,0
36906,1.414,81
59379,1.9,71
39983,6.892,0
45242,3.573,97
17056,8.224,97
4859,7.128,0
86945,8.491,97
11601,8.962,81
20666,10.19,97
26002,2.125,89
7079,0.57,97
74839,3.389,39
76773,7.976,0
19704,2.873,0
2069,2.08,97
74226,4.319,97
72677,0.127,81
41307,6.095,64
18859,8.868,97
29282,2.145,84
31377,1.49,79
40393,1.847,79
90003,10.918,39
39806,18.087,97
23755,0.226,97
73543,3.126,131
76565,5.805,71
56169,5.971,97
19548,9.834,10
44181,2.158,80
54101,0.028,117
82321,3.999,97
40272,2.656,71
13141,2.694,97
28932,9.456,80
73578,9.279,9
25121,1.157,97
81314,4.373,97
61620,0.15,66
50197,3.071,97
3114,5.161,0
17439,5.188,71
67643,5.83,97
37807,3.047,71
60557,3.701,0
54071,7.783,80
80674,2.732,97
1857,8.113,97
76806,0.298,97
169,1.722,97
65931,9.799,0
31181,6.694,97
59328,17.571,71
76539,5.564,97
10932,0.729,97
20109,1.884,134
75148,7.088,71
66726,15.1,66
13289,3.029,80
39883,5.294,97
9658,5.418,97
8248,6.748,97
10295,10.494,71
6679,6.91,10
45246,7.104,97
71583,6.788,0
41758,10.558,0
53692,11.618,79
3025,12.799,97
37451,8.127,30
79075,0.986,80
49012,4.759,66
58182,6.472,97
16487,4.844,97
58760,4.92,97
41645,8.869,97
85009,9.878,71
75558,5.862,0
71890,4.754,97
88512,8.44,0
605,5.717,97
63970,3.942,97
13347,10.279,39
55104,2.834,71
1181,11.521,97
81087,1.278,134
8267,9.164,71
79063,0.037,81
31736,14.807,52
7857,8.301,42
41944,5.714,71
64182,5.19,71
18698,5.416,0
78851,3.312,80
88070,7.854,0
41525,8.983,0
18074,0.185,10
43828,3.018,81
82140,10.434,0
62139,7.254,97
75917,5.379,97
87538,8.678,0
36885,8.881,97
66057,0.196,97
82905,2.702,58
26401,0.158,0
55152,4.832,97
82704,4.705,97
68739,4.075,71
39510,6.914,10
59252,9.085,71
48558,0.595,117
43944,0.029,84
53334,2.119,71
24677,4.237,121
10300,3.044,97
69021,5.217,97
51879,5.567,97
11750,1.482,71
45105,0.092,97
51253,6.631,97
78399,0.037,0
24582,2.547,0
27486,1.822,71
62397,3.205,97
64624,8.459,20
74254,4.167,97
21611,0.741,80
56600,1.661,71
64754,0.981,97
90051,2.678,10
54834,2.967,97
78848,5.784,97
31819,2.427,97
20541,3.207,71
63043,0.045,10
38466,3.825,64
49356,5.312,97
61563,3.271,97
80021,0.052,81
44853,3.847,97
38300,4.599,9
25282,3.988,97
4294,3.137,97
86280,4.581,71
76446,5.79,0
45913,17.54,80
58863,5.757,97
46475,6.351,12
74326,9.881,97
24929,4.065,97
78634,3.453,97
20036,6.284,80
16443,8.506,0
49645,15.322,97
81114,4.948,67
21460,9.168,81
16405,2.003,0
18795,2.853,97
29174,0.075,80
74321,0.341,10
67670,5.382,0
61163,12.93,71
19233,6.351,64
10563,6.613,71
21989,7.409,71
60236,2.797,64
1226,2.14,97
60655,5.305,71
47717,4.925,71
55661,2.043,80
21401,5.079,97
30251,0.253,97
78590,0.315,20
47816,3.742,97
58573,8.952,79
63766,7.808,71
53216,2.296,80
3008,9.758,52
79455,6.294,0
25290,1.383,97
64878,9.745,97
46264,4.023,79
16346,4.852,71
69104,3.859,97
902,8.958,97
11086,7.468,46
18505,2.398,80
34962,0.071,80
3906,3.948,97
34737,7.609,71
89510,8.212,10
34709,6.857,64
25071,1.635,71
8633,9.501,0
40244,0.75,71
38102,5.745,3
75755,3.467,71
86831,3.57,97
20521,9.262,0
27724,5.4,97
8294,2.665,80
86618,13.208,97
51952,0.631,3
84745,3.393,2
56353,18.226,0
36338,0.171,97
54152,0.124,81
41547,5.638,97
87034,2.195,97
3992,1.145,71
8342,0.795,97
54041,0.185,80
71774,3.152,97
27297,3.047,86
9364,7.882,39
43175,3.719,80
62644,12.304,9
37208,11.319,71
1538,4.151,31
40658,10.871,71
56497,1.259,80
12918,4.398,97
384,10.73,71
19980,4.295,97
68475,10.258,80
53918,4.029,97
16420,3.12,97
8869,14.478,81
86021,2.324,0
70586,10.409,0
43962,7.722,71
52861,3.36,21
82106,8.786,0
42227,4.736,71
88108,5.049,0
73340,8.003,97
48390,2.741,64
84085,0.972,97
60896,13.811,0
44107,4.587,97
16916,14.346,0
10345,1.393,97
4898,1.271,97
86423,2.374,80
35071,0.034,97
35141,4.261,97
42027,6.839,66
7781,5.17,97
40012,9.869,0
53495,8.327,31
85955,3.099,0
75919,9.064,97
27316,3.762,71
73667,2.254,71
68587,7.948,0
49089,10.562,1
71269,2.479,72
9792,0.132,10
73585,4.235,81
26512,9.004,97
51895,1.657,97
88228,9.467,0
35256,2.654,79
64661,10.652,52
56419,4.487,81
41153,3.117,39
58905,2.195,0
31480,5.906,97
87382,14.475,97
27836,1.336,30
9061,0.024,81
10586,9.881,79
48031,3.441,80
39398,4.739,39
40829,1.651,97
17906,7.842,97
29218,12.937,97
40805,2.945,39
30121,5.93,97
31866,0.305,72
74663,8.367,64
11836,8.946,80
54045,1.931,71
85036,0.04,105
60631,2.276,80
72887,3.766,97
80476,6.621,20
86435,7.856,0
48009,0.022,80
79877,2.994,97
17230,14.154,0
20093,2.488,39
78250,6.35,97
86148,4.317,0
25415,4.514,97
21182,0.062,81
87896,0.064,0
24625,1.322,64
53681,2.625,71
13756,4.928,97
22868,2.133,39
56684,5.648,0
87434,14.685,97
65309,2.048,97
78466,0.12,80
85464,9.516,0
32774,5.01,97
59504,0.314,97
56719,3.962,71
52283,1.724,71
87178,7.931,0
2050,4.903,89
341,8.785,71
21397,3.742,71
61069,0.826,54
250,18.401,108
6466,0.066,97
84443,8.249,97
78428,4.908,80
58834,7.395,97
25788,2.547,97
70162,13.453,66
88104,0.184,97
16558,0.034,39
46320,8.887,39
44307,6.109,97
18751,4.676,97
5772,7.537,80
86016,4.532,0
69439,6.447,52
54196,4.497,97
73129,8.193,97
5151,4.055,80
66987,8.823,0
70146,1.058,97
58459,0.678,97
32718,2.955,105
86327,5.085,0
64635,13.678,43
6150,4.621,71
72819,4.558,97
2561,8.535,64
40605,13.978,66
3995,0.48,97
50980,17.059,0
34807,0.897,97
38624,6.502,0
42542,0.182,97
89706,3.987,97
21159,2.454,99
30485,17.544,97
42670,2.809,64
86066,4.704,39
87655,9.347,52
25858,13.645,97
67854,1.135,97
48539,1.308,64
47831,2.062,97
4846,3.937,71
17792,1.755,81
87866,3.318,21
32785,6.494,80
67012,4.295,0
39597,2.441,80
29839,2.448,58
43693,3.363,71
81982,11.368,39
29476,2.589,58
45422,4.409,97
26201,9.419,0
67118,11.702,66
80944,6.612,0
18285,16.334,10
62727,6.133,10
2441,3.266,97
61577,0.939,97
17717,8.78,97
59255,2.619,71
69594,1.722,134
45018,5.413,97
83313,8.159,20
20685,7.789,0
71862,6.189,97
15846,11.136,0
78261,2.087,81
41933,10.348,10
39280,0.408,10
23184,2.352,81
18352,6.325,2
12130,9.385,97
68272,3.682,97
83096,2.302,99
1715,1.66,71
14161,8.268,79
24301,0.197,10
22186,0.828,97
50424,2.601,97
18483,7.953,97
42218,10.933,80
43611,1.782,71
41369,8.339,0
33,0.12,39
62814,13.425,97
76497,7.475,97
51234,0.032,97
46267,0.508,80
17520,10.225,80
53890,3.493,97
75704,4.188,97
8560,0.024,97
76874,12.717,97
17526,5.727,0
80226,17.27,97
14645,2.392,97
6506,2.686,71
52935,8.631,97
55182,5.385,80
77023,2.493,97
67749,5.636,13
77142,3.272,97
10403,3.231,97
84978,4.9,80
41938,6.815,97
87001,3.699,39
23198,8.576,39
54051,2.348,80
66829,5.124,20
42719,2.325,71
5188,7.415,0
4712,6.396,0
49803,5.366,97
69676,5.019,71
41686,11.525,0
72368,4.934,97
21287,4.437,71
40287,5.295,0
79364,13.32,80
83649,9.025,10
65322,4.957,1
81034,4.265,97
70329,4.143,80
8389,5.053,39
82973,6.662,97
20304,5.444,97
65218,7.612,10
63126,3.641,71
84749,2.324,64
73829,7.502,97
88458,3.426,0
3656,1.052,71
87354,3.776,80
13235,5.491,80
77163,3.351,20
44513,5.256,64
60556,4.595,0
18381,3.992,97
16501,1.342,80
60680,9.682,10
17853,15.643,0
209,2.29,39
11619,0.804,64
74558,1.213,22
54293,2.457,120
88947,4.017,97
78859,7.097,66
20976,1.734,105
42844,3.086,97
59501,0.258,80
5482,8.5,52
78256,1.796,97
28358,5.319,97
69339,8.219,0
77758,7.364,66
74220,4.637,97
24894,6.81,97
25542,1.86,97
10094,10.908,81
86985,0.116,80
12058,1.499,97
15237,3.79,18
85933,3.559,97
66765,6.043,0
53592,4.855,80
88022,0.028,106
76367,4.487,71
68456,7.137,99
71649,0.234,49
69153,7.248,80
72894,7.366,97
10395,10.373,97
54835,5.589,97
56205,12.161,81
73355,5.999,30
31247,0.219,97
69637,3.479,97
69980,0.748,97
85739,11.178,39
67436,18.451,71
81036,2.178,92
79325,4.363,97
33812,2.848,86
9245,1.831,97
53024,11.355,71
24563,3.457,71
20733,2.777,80
84633,5.482,0
48445,17.8,97
3202,4.67,80
52913,5.644,71
26553,10.449,97
71545,2.447,97
70666,4.971,0
3764,5.061,71
36321,0.111,97
15580,6.96,71
82139,6.796,80
4880,3.386,97
58932,3.551,64
11910,1.346,97
1140,0.046,97
12159,4.865,38
36828,2.01,97
11863,6.203,97
41223,4.208,80
44477,14.989,79
77175,3.593,97
46382,7.876,39
39929,3.753,71
19461,5.386,71
53994,4.442,80
77115,9.881,0
41540,4.022,81
71800,3.535,97
18052,3.6,97
46211,0.034,98
79336,3.87,81
66044,2.599,97
51867,4.571,63
76544,0.102,9
76605,2.817,30
15201,2.141,80
34838,9.535,88
75036,2.947,134
81980,8.715,80
18012,10.336,81
60486,9.551,0
65382,6.071,126
62060,4.078,0
75847,6.939,71
48501,4.062,0
36107,2.386,87
89768,5.795,81
85670,5.149,97
5688,10.883,0
78106,6.787,0
17702,3.524,0
49771,1.977,97
22479,0.701,81
57128,10.317,99
87736,9.966,0
5729,9.53,71
66148,5.428,97
86956,3.996,71
39864,0.022,84
25571,15.676,97
53139,10.411,97
47860,2.721,97
31162,11.603,97
78483,5.199,97
44801,2.329,97
82400,1.739,97
53989,2.351,0
46650,10.856,10
40592,3.22,64
75674,3.886,66
15551,6.251,71
35867,4.485,0
52732,15.794,66
46726,0.056,71
6195,3.257,10
35164,6.371,97
65084,4.231,80
57996,6.016,97
78796,3.451,105
18342,4.797,97
71009,10.353,97
56400,1.155,117
32203,3.179,97
45545,3.329,97
12875,2.876,10
54128,5.592,105
33230,2.507,64
27698,1.762,71
54447,2.466,0
74340,7.609,0
45841,10.673,0
72601,0.059,10
44224,0.023,127
49675,8.049,0
19127,1.579,97
75893,4.194,97
84725,0.36,80
31570,3.777,14
75356,0.66,97
90029,11.713,39
66547,2.537,97
22557,11.115,97
66863,1.752,80
16698,4.688,80
19160,3.082,97
8749,0.363,97
83834,4.026,80
59615,5.806,71
79618,0.16,0
74460,0.086,38
68975,4.861,0
71318,1.355,97
34927,7.229,10
21648,1.991,64
67418,8.733,97
31779,9.328,0
681,4.579,71
80838,1.226,97
87084,5.306,97
89069,5.574,79
54591,2.929,80
5517,3.662,0
11927,9.802,86
64242,17.4,39
25836,0.113,97
6800,2.777,80
71871,3.373,97
15214,2.23,105
87641,12.795,97
36653,12.024,10
66069,5.132,80
73148,12.659,75
57989,7.211,97
44677,2.643,97
6449,0.791,64
6343,9.028,0
4551,10.833,71
51933,10.214,0
44336,2.946,97
61047,5.859,54
82359,3.211,58
86869,3.401,58
56724,1.247,97
71743,7.342,80
45759,3.941,97
11448,3.978,75
21007,0.255,97
40178,10.684,0
42091,5.881,97
4295,3.726,80
28182,7.145,61
37693,3.47,80
4032,1.664,80
36128,0.02,97
3288,2.538,0
36566,3.359,97
52943,1.819,64
40860,2.419,64
36082,0.045,20
3704,11.256,0
70156,7.046,80
13678,17.603,79
24482,2.118,97
3220,4.293,64
3839,3.476,97
13711,0.171,72
44722,4.702,0
84766,0.58,80
75329,5.672,97
73817,5.82,97
69457,12.429,52
75381,5.254,97
30841,10.193,80
24682,5.585,97
15743,12.899,42
49007,5.47,97
25765,14.567,79
58976,0.99,97
56246,7.547,0
74712,0.137,97
64623,5.034,108
29128,11.227,66
12927,5.005,131
2842,2.128,79
30342,11.031,97
8086,5.582,0
49678,3.534,97
9293,7.29,79
18386,2.512,97
73959,9.664,30
67230,7.73,66
20589,1.369,97
49344,3.672,0
88331,12.628,0
46857,3.916,97
78181,0.113,97
86966,3.477,64
77162,7.874,67
10640,2.007,97
30664,2.987,97
10607,4.145,79
71195,2.432,97
19664,9.543,97
3714,3.671,30
30183,3.783,97
172,0.442,80
5868,5.055,39
44386,11.064,79
59409,2.133,97
87759,1.837,97
27353,0.026,0
34226,7.214,47
73896,6.504,80
27617,7.208,0
17798,3.841,0
20720,3.718,97
47864,11.06,60
74409,16.858,97
68054,4.047,97
44339,7.907,80
52462,3.425,0
84161,0.106,81
46632,4.189,71
35546,0.105,71
24246,2.129,97
23178,4.476,81
63903,3.086,80
75106,4.143,64
38716,0.176,97
9372,16.864,71
84651,8.737,64
19035,2.118,71
41732,4.178,79
38699,0.072,113
22077,3.066,39
23134,1.087,64
53721,9.854,97
27265,1.806,97
67260,5.023,1
38414,3.689,97
56161,12.117,72
24956,9.604,115
28054,2.973,71
67756,6.981,0
39219,10.583,97
65486,1.509,97
50600,11.143,97
20426,13.92,39
38893,1.713,97
7644,2.655,71
49192,6.234,0
75338,8.439,97
81489,6.556,68
27482,6.432,97
72717,1.296,64
68044,6.626,10
36813,6.4,71
35969,1.385,97
51561,4.697,39
87257,8.657,0
45692,3.286,97
74022,2.824,42
85246,8.66,81
53538,5.032,10
22864,2.867,71
43296,4.677,79
67020,8.352,0
65077,13.984,67
2469,2.609,64
88726,4.21,97
56519,0.063,80
15010,5.209,97
45658,10.646,0
13634,1.88,58
8215,2.591,80
60454,2.654,0
61016,3.327,71
14549,3.542,71
16793,0.531,79
7004,5.959,71
32714,5.42,80
2301,11.042,66
84589,1.866,97
57942,0.041,71
11019,0.098,97
58123,15.944,71
30728,0.039,39
59551,2.233,97
79332,8.333,80
58172,2.622,30
39350,7.629,0
81563,0.787,66
38454,6.291,97
6568,1.93,97
63909,10.871,108
52482,13.366,97
10112,1.129,97
22095,2.7,79
15581,4.035,97
6197,3.259,64
37419,2.343,97
63539,0.928,97
61824,0.225,80
31500,6.224,0
12994,2.407,81
46365,0.223,71
60844,0.81,80
83069,3.315,81
19126,2.74,97
15644,1.664,72
63727,6.301,43
12289,0.042,97
43706,3.823,40
1603,1.927,52
30080,0.182,97
24961,6.904,0
28752,5.583,80
64596,4.498,80
10460,3.577,97
19054,6.145,97
68384,1.185,134
79679,6.384,97
23902,5.786,0
55375,12.885,0
19322,10.3,0
80908,7.517,81
52953,2.606,71
65564,4.725,97
42265,5.16,97
82527,2.325,97
59645,8.435,21
56396,2.285,117
29946,3.25,80
2983,2.529,97
39689,10.215,0
29814,3.47,97
88027,2.202,0
40708,12.802,61
60755,6.628,71
15174,3.162,97
48814,5.498,97
24904,6.12,49
49332,11.005,71
69921,8.534,0
87889,10.12,0
89055,11.915,0
25874,0.921,97
23531,1.32,64
35851,0.026,97
50255,2.31,97
56530,3.421,97
2189,7.235,97
42280,10.232,97
70508,6.578,0
8910,13.239,66
70395,5.221,97
27651,3.434,97
87857,4.385,21
37927,3.593,0
29903,9.5,97
5535,5.689,71
64562,1.748,97
27431,2.527,97
40908,6.825,71
4291,0.415,80
41017,6.537,0
51036,7.054,97
50689,5.161,71
6967,1.371,97
37115,8.573,0
54917,9.428,71
1508,14.2,97
23865,4.699,97
55775,2.57,18
40903,5.3,97
60866,4.894,0
75408,4.143,97
28749,4.499,115
25393,5.623,80
78291,2.926,80
51697,5.761,81
77192,5.956,71
75424,8.136,71
33235,2.067,71
22115,2.607,97
30603,7.063,80
81047,1.31,64
64716,5.636,0
54987,7.908,39
15270,4.309,97
69656,2.122,80
34540,0.148,80
37933,0.677,97
47362,1.495,97
55487,7.32,0
38763,16.337,97
58927,4.925,97
23632,0.853,97
54829,0.07,97
73709,5.316,97
87712,6.728,0
72711,0.041,97
24833,5.25,0
31464,7.995,14
64355,2.164,64
12498,4.178,81
31560,9.377,97
33325,1.751,71
80775,14.908,97
50206,0.743,97
87457,15.12,0
54712,9.583,97
75113,10.869,71
55235,8.932,0
7459,13.32,97
28942,6.467,108
75854,3.679,97
77778,5.87,97
16349,0.252,38
78898,0.749,80
36262,1.573,97
32822,16.089,80
37458,9.291,30
82908,12.327,97
4465,5.682,0
36411,16.785,86
61929,7.856,97
65064,3.19,97
87916,0.658,97
70685,16.496,39
41634,0.981,80
9895,4.849,97
16751,4.522,97
31099,12.539,81
14229,16.613,71
16106,3.143,79
86429,1.444,38
18369,4.583,97
77440,2.624,108
45989,6.672,64
11603,5.944,71
83718,14.253,39
3413,0.474,72
66267,0.049,68
30778,6.098,97
67773,14.072,97
53636,8.365,97
22414,9.051,71
31412,13.391,39
15927,2.171,97
34930,3.411,81
68097,7.476,0
46796,7.979,81
56844,3.052,97
63103,6.116,71
67948,7.394,64
63333,8.526,71
66554,4.57,97
38584,0.06,97
32771,8.245,0
64780,2.301,97
71270,4.339,97
21284,3.717,80
81365,0.034,97
75138,1.012,97
70349,12.819,97
46154,1.426,97
29427,2.8,71
51826,10.084,71
13721,4.273,80
80605,3.938,80
60437,9.921,75
4409,12.665,97
44464,12.513,0
34806,12.124,39
66983,6.368,0
18382,4.852,97
15541,2.444,81
80066,2.228,81
44799,2.644,71
8714,0.121,66
70875,1.345,97
37196,3.224,97
61734,10.4,0
11760,0.022,66
67907,8.415,71
79640,0.36,81
22433,0.024,80
31307,5.623,80
60343,6.254,71
68073,0.076,97
28218,2.738,97
23136,0.217,71
1927,4.865,97
19108,2.392,97
18388,12.64,42
88824,4.816,10
43965,0.023,127
16980,1.664,80
9730,5.781,30
9848,2.317,31
31607,0.45,10
19873,1.414,97
51860,2.095,97
78927,10.004,97
7374,2.174,97
4466,11.474,0
89061,7.576,97
82965,0.697,97
55126,0.062,97
30188,5.259,97
8968,3.112,97
20789,9.555,97
70255,2.2,134
88064,10.437,0
75243,0.119,97
14120,9.096,71
88566,0.184,97
72951,7.348,97
53466,0.796,71
65688,7.098,97
68279,4.565,0
38315,9.767,0
43627,3.176,0
48195,15.553,84
13685,6.068,80
36227,0.152,97
34055,2.961,97
23697,7.593,97
4252,0.02,97
81764,5.938,126
66240,7.92,97
44447,8.973,97
83991,8.396,0
49319,4.173,71
14833,10.44,40
24518,0.031,97
25424,13.3,80
5692,9.744,0
65405,5.883,80
86207,1.514,97
3087,0.449,71
37270,0.188,97
3705,4.847,30
87366,9.003,97
36692,1.842,97
76569,3.113,97
17362,14.208,0
21129,1.465,97
77535,5.262,97
46094,9.023,97
35424,1.327,81
5466,3.376,0
23350,3.773,71
77935,0.803,97
82452,1.651,64
76927,6.521,97
36042,6.395,71
9688,5.715,66
31926,2.521,80
33429,3.967,97
