,dist_kilometers,vendor_code
64444,1.575,97
27782,3.383,71
39912,7.906,52
25262,12.735,97
82889,4.973,115
62833,7.347,97
44392,4.254,80
13314,3.07,80
72305,3.064,80
87144,10.162,0
70201,0.852,64
29911,1.107,6
19752,0.504,117
33531,7.74,97
43623,1.469,71
16711,0.075,97
24972,2.775,92
83179,4.451,71
51070,4.057,81
59657,9.606,97
3097,0.423,68
22220,0.997,80
37953,6.021,97
74823,5.224,97
34721,0.863,97
67753,0.412,3
25346,17.835,79
675,7.427,97
37783,2.64,71
72067,0.339,97
53442,6.211,9
53604,0.169,97
61674,5.811,97
62683,10.038,75
80195,1.61,97
3788,8.289,97
29283,1.39,84
73472,9.975,97
21312,1.201,97
28636,1.522,80
76434,3.256,71
42437,1.844,10
46140,7.003,97
13705,3.988,97
60750,1.93,71
30301,4.104,0
25398,5.036,97
24663,14.691,97
34221,11.695,61
14214,4.993,81
35946,1.774,97
84358,0.61,71
83653,10.981,1
34651,2.65,97
73707,2.097,97
54605,2.902,64
82282,4.624,81
30034,3.557,97
84110,0.9,97
13244,0.166,80
68305,4.965,97
54888,1.215,97
71876,4.013,97
13538,8.109,39
73300,0.482,71
65482,3.81,97
64452,0.111,13
32359,9.377,97
10698,3.61,71
29219,4.168,39
81438,0.042,80
77807,6.685,97
58405,9.966,97
87627,4.646,31
31662,0.088,71
17440,1.948,9
41234,7.495,0
60845,0.132,81
12336,16.715,97
37587,0.226,71
32778,4.011,80
48491,3.496,66
41829,4.942,97
14382,12.28,80
73365,4.814,105
67,4.82,71
22461,1.38,0
11553,11.847,0
64156,0.068,48
8062,3.067,117
35726,7.237,97
63833,11.971,66
57800,1.501,81
5196,3.72,0
9180,3.91,80
11943,2.009,58
18932,8.059,71
16396,0.026,72
61514,8.82,97
68280,10.14,71
31121,2.974,81
63776,9.451,64
43713,9.532,9
60705,11.986,71
51218,4.048,97
16939,8.877,97
54121,0.239,97
10504,18.027,0
59190,1.222,71
2726,0.021,39
81573,5.519,115
86132,6.027,97
83253,0.056,105
24030,3.823,64
81891,0.142,97
47703,3.383,97
50084,0.668,81
1893,3.943,64
31002,0.265,101
60784,1.654,81
54657,5.54,80
43333,7.581,81
48541,2.379,97
80425,2.171,77
76564,2.081,97
73766,5.843,97
38062,2.941,80
50979,7.531,97
84915,7.29,79
73475,5.548,97
51460,1.44,71
40043,0.453,97
60359,9.757,97
36494,7.505,105
57516,3.149,0
15378,0.643,42
81395,1.399,80
25790,5.135,64
59594,5.522,0
48663,0.109,38
7338,3.422,97
29294,0.286,80
69210,2.142,97
33619,5.244,97
35982,1.761,97
38243,4.13,71
84853,0.221,64
64522,2.351,97
85054,9.154,61
36226,3.632,97
53555,0.115,71
87326,8.91,97
33170,8.156,97
16926,3.866,0
80874,7.73,97
74066,14.274,71
62513,1.327,97
81264,4.154,58
74279,12.177,97
28797,5.413,97
1631,2.925,0
47443,3.003,79
83133,13.754,64
3806,5.723,64
88849,5.914,71
36651,0.049,97
87416,1.62,86
53486,1.707,64
35799,13.387,71
47612,11.818,81
59634,1.875,71
57121,0.275,66
80521,5.306,115
17384,7.069,97
43709,5.915,0
90264,5.292,0
43866,1.51,97
30186,1.202,97
48847,0.85,97
12377,2.443,58
74268,14.523,80
5730,2.67,97
31054,1.036,80
58046,2.423,71
4034,0.038,80
72570,5.197,0
58148,8.607,10
52478,5.174,71
25143,0.198,97
76647,4.404,30
78809,0.188,97
51984,12.482,97
60833,3.619,97
73043,1.94,10
97,7.958,71
80126,4.061,97
6203,5.257,10
8114,5.214,67
4823,5.733,97
64359,3.776,97
11995,3.984,97
21589,0.036,97
20043,0.964,97
68376,0.05,75
59716,2.177,97
21403,4.258,97
16336,3.09,71
21905,7.567,88
20076,1.673,71
62933,0.061,39
44258,4.794,97
56743,9.201,0
60443,1.648,0
10773,0.942,39
36352,0.079,80
41666,6.474,52
55087,8.403,0
25951,2.187,97
80640,3.79,97
5975,3.495,80
38175,0.049,81
12298,0.023,99
45563,4.277,92
23473,5.136,97
15561,2.314,97
77380,10.885,97
66424,4.416,97
11221,3.771,0
6459,7.405,30
27614,3.449,0
51250,5.576,97
26985,3.484,108
69471,5.07,105
26257,5.425,97
71369,3.108,97
75242,10.503,97
37511,0.71,39
89095,13.319,71
35420,4.618,0
25816,6.657,117
48436,1.475,72
37993,2.382,71
8177,5.632,80
64417,0.112,80
38174,3.034,71
34754,2.554,97
86325,5.111,0
71855,5.828,97
25170,2.923,115
5132,4.579,64
44560,0.76,86
38826,10.586,46
63639,0.049,105
20346,6.191,97
1142,0.031,49
50493,0.708,97
15512,3.505,105
32495,2.029,97
73143,4.913,71
65768,1.771,105
53311,1.468,71
48743,2.373,105
50040,4.759,71
11722,10.111,0
42359,1.686,64
72282,1.103,80
71554,6.685,0
13869,6.042,75
49596,7.199,0
60493,1.198,10
25615,3.946,71
33873,1.392,81
69850,2.374,97
48885,5.118,97
53308,6.525,71
28037,16.739,88
48333,1.275,81
2885,11.798,97
65583,0.109,97
34446,0.036,10
16534,5.479,64
54810,3.216,71
16326,2.762,31
29414,2.9,97
79480,6.452,71
60229,1.388,97
59271,1.729,71
61027,3.77,97
77488,2.87,97
13820,7.573,39
1787,2.743,105
52165,8.71,97
35739,2.563,71
49504,2.251,106
69736,0.027,82
5557,0.751,66
14076,15.961,71
16438,4.474,97
20463,7.952,0
87262,16.498,80
9687,4.765,97
80308,9.277,97
19781,6.553,97
43804,6.861,2
26329,3.422,97
41879,7.954,97
53643,2.605,86
472,7.176,71
81321,7.17,97
67712,13.763,80
37050,9.148,39
79992,1.287,80
27509,0.251,71
52170,3.436,97
27682,7.185,71
17561,0.204,97
69783,5.47,64
14629,4.697,97
24740,17.193,71
68398,4.983,97
38262,3.782,71
27258,9.795,97
7627,14.293,71
35015,4.049,97
52402,9.289,117
37149,7.125,97
22993,0.977,71
68441,13.306,71
10967,2.667,97
58450,3.995,97
70051,7.41,97
10206,1.131,39
82102,0.09,0
32920,11.142,0
58695,6.769,81
807,1.67,71
27403,4.247,58
50512,7.475,97
6666,9.966,97
40010,3.653,0
69197,1.427,52
69159,3.489,21
32534,12.415,0
44998,0.109,0
76089,8.569,71
68287,2.077,80
81254,7.049,97
63885,4.085,80
68583,12.992,0
64229,12.245,97
30037,6.783,97
14465,3.197,80
65369,7.442,97
32720,4.81,0
10501,7.695,71
33963,0.028,80
9161,0.053,97
61565,3.667,80
9153,0.168,97
17568,16.224,106
54379,3.094,47
21863,1.791,81
63901,4.549,97
84868,8.502,71
6648,1.66,64
86386,9.528,71
23357,1.848,81
50289,13.514,97
38073,1.259,97
80061,5.402,10
74339,5.244,10
68870,1.304,97
21860,1.08,97
81700,1.786,97
36538,3.124,79
82367,1.618,115
11322,11.244,97
68572,7.583,97
53787,1.892,81
22822,3.245,97
84342,11.698,2
89403,3.444,97
31670,1.204,79
1500,7.643,0
54219,7.985,80
71679,7.864,97
46189,0.064,97
14157,5.275,105
70900,1.066,97
23181,3.953,71
82098,3.738,0
41323,2.19,29
25491,2.627,64
22715,2.085,71
5345,5.625,71
64986,0.079,10
22530,5.047,71
61008,11.852,39
73490,6.078,97
26527,1.538,97
35350,1.75,97
14627,2.638,97
39735,2.829,97
56634,11.104,0
43143,11.014,97
77300,4.354,71
74746,10.005,0
25800,4.334,81
70490,6.396,71
29203,3.267,0
68405,2.515,80
80821,0.41,115
43923,3.152,79
58678,1.414,66
80412,4.425,80
69204,0.759,71
4141,2.926,97
61335,2.677,17
33848,1.507,39
47505,0.918,64
24769,3.713,0
10157,0.022,0
87539,7.958,115
82040,6.831,80
45591,4.773,92
8792,2.385,80
71087,0.285,38
60429,5.845,0
24036,1.012,64
42888,0.416,81
15720,16.876,42
911,14.292,0
42706,5.067,108
9329,7.932,0
2775,2.289,97
1494,10.312,0
45972,6.295,71
11026,5.642,71
39027,7.603,0
71957,8.568,80
25396,5.607,97
82048,2.698,80
86211,14.235,81
35528,8.46,71
38542,0.082,97
61635,11.088,0
25557,5.409,97
36636,11.533,10
86947,6.573,58
17902,12.473,80
22576,13.112,97
60121,5.233,13
56505,10.985,43
24862,5.848,97
21632,0.251,80
80122,4.659,97
5719,14.037,71
50017,3.088,97
41117,8.452,64
12117,3.843,97
22603,0.726,71
32386,3.794,17
58265,13.379,80
5405,6.172,71
52022,5.062,97
19338,4.394,0
36749,1.304,42
35331,13.09,71
5604,3.817,71
41823,2.566,0
19667,1.972,97
39696,0.479,97
61057,6.904,79
55249,0.02,97
5138,2.559,97
28772,6.332,97
13607,3.299,63
25653,8.676,97
68516,7.071,97
22295,13.458,79
322,0.103,97
75276,2.526,71
44771,9.137,71
58660,1.848,97
19410,3.076,97
55917,3.575,0
2854,17.436,52
28149,5.341,71
9865,2.252,71
15198,4.855,43
89689,11.835,0
29429,4.328,80
23258,2.237,97
5074,7.061,43
53905,7.403,81
65399,10.591,80
63387,11.225,0
16991,12.081,64
1195,7.994,97
72369,10.115,81
89283,0.468,10
10340,16.772,97
21465,0.203,66
32069,2.916,108
80019,5.693,97
77670,4.048,97
88260,12.091,80
77054,2.846,71
78075,4.398,97
86011,2.598,64
13219,3.474,66
16748,7.774,97
35022,1.179,81
16002,16.061,71
37607,7.472,97
44073,1.099,97
80386,3.018,97
81709,1.718,97
54494,12.118,97
74049,1.092,71
8326,2.995,71
16523,1.215,0
59281,7.482,71
64938,4.989,67
30050,10.565,80
17262,1.109,97
86545,1.404,64
88446,18.554,7
57970,4.95,81
11186,6.652,0
33030,9.793,81
81819,5.623,71
10495,1.504,46
81924,12.566,76
38546,2.052,97
88235,1.846,71
83757,5.72,80
8229,1.606,10
33752,18.136,71
27707,4.599,86
14739,1.783,10
50295,1.02,126
85073,1.465,97
45934,0.612,81
36271,0.797,39
56377,14.098,0
45631,12.425,97
8167,12.272,80
58359,1.898,105
51726,11.026,43
38807,6.99,10
53931,0.098,44
77898,12.731,81
89687,2.678,97
24719,7.243,64
12558,4.902,81
70026,2.205,80
33205,0.043,76
7953,1.868,0
56938,1.997,71
29843,4.215,105
24703,3.322,97
64808,2.538,64
58984,9.593,80
77409,1.722,64
2586,0.024,71
17820,3.371,39
42049,11.466,97
61967,2.975,0
69584,1.85,97
88389,2.189,115
80058,4.196,0
49707,1.203,39
9381,11.253,0
691,7.446,39
9270,1.36,97
88635,1.682,97
31649,5.377,71
15760,3.711,79
48796,7.455,71
29934,3.78,79
46067,11.724,97
77062,0.713,97
44847,4.383,39
37720,12.109,97
64158,5.214,97
60167,3.352,71
4192,6.948,0
23099,3.884,97
75710,2.086,97
43637,7.455,0
71040,1.096,80
87168,5.738,17
54805,3.352,99
5963,7.712,0
16473,2.644,80
46252,4.542,0
54821,2.846,42
63538,1.532,97
24073,2.115,97
1912,11.941,97
55909,9.643,71
52511,2.396,97
53070,0.044,108
79601,13.636,0
5947,0.545,81
64693,0.021,126
18657,3.644,80
13259,0.062,99
12037,2.786,97
53639,3.184,87
80249,1.182,97
18831,0.107,97
7943,0.079,71
22312,5.688,97
2446,1.311,112
7796,3.318,64
50269,9.213,71
72501,2.135,97
14362,0.375,97
28653,8.91,97
74420,12.835,76
74793,6.314,71
65060,2.784,97
29308,2.245,80
69128,0.021,97
63167,10.177,10
2736,4.767,97
90000,0.172,97
56440,6.325,71
43907,0.799,80
3218,5.535,97
12548,6.959,64
2677,8.354,67
30452,2.653,108
9298,3.14,99
55898,2.215,71
72986,6.315,80
82091,4.253,71
88424,3.002,97
66513,0.643,97
13188,7.359,0
61246,3.65,71
81515,5.714,66
30869,5.979,81
65925,4.778,71
65009,1.583,97
42378,7.246,10
30906,7.621,79
85405,0.041,79
33517,4.746,10
2874,3.09,81
36205,6.399,10
17323,0.253,79
85268,4.701,97
75538,2.766,3
67358,4.316,71
48120,16.899,66
84534,9.314,97
80641,1.658,80
39183,8.064,97
37861,0.09,71
52444,6.311,97
29111,4.416,97
89130,7.91,80
77414,2.919,64
25998,1.789,80
43199,2.711,39
2433,9.417,97
66776,15.768,0
54959,7.865,42
4150,0.476,97
58269,2.882,71
73966,1.725,97
40793,1.995,80
8769,5.524,9
63321,6.277,71
25809,1.886,71
27575,6.202,97
11016,5.241,117
65103,3.975,97
51723,4.82,97
45601,4.339,97
64203,4.348,0
35271,11.515,0
80886,1.078,97
62974,4.063,97
62358,8.665,71
53224,3.695,97
31955,6.815,0
84338,13.711,71
29043,2.841,97
5750,2.164,71
30469,5.968,90
27572,6.503,97
24632,2.716,64
18491,2.515,97
64839,7.746,0
32600,0.162,0
65288,1.104,71
60862,2.002,97
70001,4.769,71
50253,0.194,71
85049,2.37,105
26392,10.72,97
18313,4.635,79
79600,1.083,81
60846,2.872,0
14154,7.937,97
45755,0.122,92
25076,0.049,80
13764,5.227,80
13146,16.187,51
55166,2.668,97
85537,13.811,0
35384,3.779,81
64445,14.27,97
4100,1.816,97
72999,7.265,86
58966,7.428,43
33416,2.268,71
27002,8.479,0
19375,8.493,81
69778,0.845,29
33177,12.238,71
1156,1.959,79
46744,1.69,43
7838,17.78,10
14084,2.038,97
43114,2.139,64
56598,0.363,42
66351,9.908,79
78941,3.932,97
43817,2.945,105
32000,8.209,0
43885,5.568,97
6903,0.158,71
48251,9.161,97
22290,8.315,21
84065,7.598,64
59272,5.242,97
13374,9.142,97
20694,5.045,97
54670,8.557,71
70108,2.645,80
3481,4.994,97
40264,1.444,71
68186,2.661,52
70196,7.256,64
64682,3.273,66
54546,2.174,97
81785,8.829,97
39586,1.83,81
68917,3.873,80
42840,0.67,97
63488,7.3,97
27618,6.502,97
55054,3.018,97
87985,7.349,0
26406,16.634,46
704,15.544,39
79523,6.451,86
80376,11.11,80
34745,1.671,97
77399,5.421,64
36306,4.752,97
75203,9.832,97
80405,2.385,80
30136,4.383,97
12167,2.601,64
56186,1.888,81
52424,4.859,97
75374,7.793,97
59078,5.437,97
8404,10.343,71
53142,4.792,0
31158,1.128,97
1573,7.738,80
25674,3.575,97
82607,3.037,0
58199,9.597,97
65410,14.089,0
5365,3.594,97
9949,4.904,97
51174,7.994,105
36852,6.724,0
54550,4.534,81
8365,11.539,97
30607,2.945,105
23319,4.455,97
51517,8.866,0
813,16.698,71
43174,3.188,97
25916,14.155,0
45949,4.972,80
10115,7.983,66
80482,8.947,64
2978,8.394,2
72348,5.168,76
88360,2.22,80
30937,12.172,81
26663,0.365,97
69452,3.696,97
86403,5.491,0
66897,6.753,97
76861,4.362,3
17677,7.92,0
68617,1.891,22
47862,6.186,0
83215,0.586,0
20790,5.724,97
55118,7.531,81
5360,6.779,38
66139,0.034,71
26795,13.239,81
85858,10.797,71
10025,0.449,97
55561,9.887,0
21245,3.273,71
85467,3.55,97
30716,7.292,115
41212,7.543,0
59948,6.756,97
81756,3.066,58
42720,1.583,80
29623,6.059,97
47603,3.794,97
56688,3.461,49
7537,7.255,80
73754,4.886,97
14356,1.429,105
13089,3.686,97
48781,1.152,80
49290,4.144,38
69505,4.095,10
19885,6.001,0
48649,1.614,0
28816,7.659,105
2440,2.408,97
61661,2.877,98
59355,3.627,134
33262,8.37,71
46192,0.039,97
5246,2.381,71
58093,6.464,80
25590,5.069,79
67459,2.148,97
46855,3.204,97
34144,14.826,0
20849,0.267,80
16933,1.716,97
45744,1.869,71
59842,3.9,71
71435,3.99,97
47967,1.574,71
37222,2.198,71
65212,2.512,10
49685,10.128,97
85971,4.559,0
25658,5.569,97
58761,13.484,97
79349,6.212,97
81068,4.697,80
67302,1.269,97
30499,0.131,97
27691,2.83,97
59006,9.065,0
24808,0.09,2
66629,10.95,80
54256,4.141,97
14923,7.386,71
66741,1.696,97
38168,2.766,97
87979,3.308,0
6705,1.419,97
78975,12.947,126
53753,4.571,97
45639,12.59,10
90016,1.888,0
44265,14.1,40
8175,6.07,71
20235,8.779,0
62099,4.154,71
49593,10.658,81
79468,6.32,0
34126,6.856,88
69435,2.335,81
34863,6.207,71
66344,9.25,97
43652,9.04,0
25519,16.182,79
86010,10.298,0
4135,1.278,17
26648,5.652,97
24977,18.442,71
89023,2.03,97
18229,3.684,97
85472,3.191,97
52648,3.436,0
4259,13.42,71
80648,2.303,64
64186,0.353,97
29310,6.994,80
15978,9.76,21
35162,8.742,97
28467,7.413,97
52087,3.693,127
51972,16.239,97
13110,2.659,80
47027,6.633,76
69678,5.634,52
45381,1.648,97
884,2.058,97
5744,5.149,71
42077,12.027,20
21072,1.584,97
23945,0.903,64
5339,5.528,71
44284,7.158,71
20196,13.543,96
76613,1.137,97
20994,8.837,71
42106,7.704,97
72888,0.547,97
12780,3.348,115
9239,1.402,97
18322,1.99,0
61294,2.663,80
46260,6.953,0
11684,1.862,97
52761,8.763,97
8597,7.159,71
21247,1.657,72
41309,6.242,0
21689,2.439,97
70230,0.255,97
52091,1.732,97
74808,3.348,71
18906,2.724,97
6317,13.354,71
27825,1.478,97
72632,2.536,80
2322,3.655,105
55209,13.942,97
5078,14.475,71
79590,4.558,80
27005,7.595,81
52116,2.318,79
64991,5.102,64
16282,11.723,0
39958,10.141,39
53979,0.53,80
39633,1.021,97
52976,7.638,64
81285,3.485,58
33131,8.779,71
64007,5.492,0
29704,0.129,105
38792,0.089,30
66928,3.152,80
59196,2.013,71
31549,5.594,0
68936,8.046,0
6924,1.352,97
31675,6.222,80
6842,7.997,0
86037,2.866,97
63206,13.411,97
5187,11.113,66
27455,5.312,20
61082,2.614,80
33644,2.185,64
2157,3.215,0
16112,6.982,97
77177,2.855,126
71947,0.022,97
88744,0.107,47
49877,8.733,30
64028,3.335,71
63356,5.876,0
3112,6.634,0
81699,2.998,97
1607,0.152,81
62838,12.531,97
7662,0.033,13
90239,0.358,0
37548,4.817,0
13046,8.321,97
87384,3.064,97
77466,11.411,97
81920,6.042,80
67449,4.033,97
43964,2.541,97
62755,5.118,97
64684,9.381,97
39389,6.805,52
54222,5.112,80
49778,2.319,80
16874,5.792,97
14805,1.59,64
25469,1.82,10
32779,1.722,29
45008,2.699,97
75603,4.254,97
39825,5.594,71
29464,3.434,105
38676,6.374,3
31605,8.677,97
36015,4.681,97
30427,1.748,97
57564,6.177,71
19144,12.366,97
1961,3.733,115
15571,7.464,71
31733,5.584,0
12280,6.171,81
20649,1.214,38
64487,1.546,97
15730,1.004,33
49419,0.479,71
21807,5.317,92
25566,2.244,97
75510,3.496,97
26417,0.042,97
6154,7.441,97
9603,3.823,97
54042,4.254,80
40638,0.956,64
7017,8.381,97
45812,3.673,39
17400,3.986,10
65398,9.038,2
83976,3.131,97
21546,11.715,80
33191,3.019,71
86175,0.187,22
10072,0.14,10
25851,1.903,31
49054,3.21,64
55112,4.184,80
70209,2.786,97
75490,0.826,10
14686,2.061,10
80930,13.167,97
83586,0.867,80
57580,0.749,97
70119,13.984,75
21132,1.983,68
26884,4.118,71
51151,13.926,0
5677,11.171,0
28205,5.627,30
22317,0.089,39
15434,5.705,81
983,1.323,0
46148,3.735,80
79691,4.696,20
11509,9.328,81
28306,2.778,58
44917,1.493,80
73135,3.077,97
21334,7.074,80
32581,7.949,97
34030,4.043,97
76711,1.23,71
26122,3.332,97
70296,0.034,97
32776,0.773,97
649,5.435,71
86927,0.868,10
55485,4.029,97
40172,2.159,97
3877,0.426,71
34672,7.599,97
86569,6.451,71
19521,9.54,97
58136,7.314,97
88460,0.026,81
76221,0.053,71
77310,3.835,97
90,3.528,71
33859,1.625,97
22862,6.514,97
82080,3.012,58
83237,16.837,0
51616,2.772,40
60622,4.864,97
54186,0.139,38
20508,6.861,97
1190,2.132,97
73644,0.167,46
24485,2.824,97
72222,3.328,71
61486,17.094,10
31040,2.631,97
76781,14.723,71
58447,2.854,97
49303,7.58,6
32023,3.382,97
69696,8.868,81
4940,5.306,0
23821,2.535,64
76547,8.556,97
56953,1.874,66
82661,3.346,97
51078,10.328,97
59833,1.349,71
77740,1.552,75
82045,7.338,97
56602,1.748,97
29173,4.298,97
18980,7.668,97
46288,6.004,97
41519,4.849,71
87977,2.684,7
31048,3.081,67
66501,1.15,1
15264,2.353,105
15685,8.103,71
38976,4.432,97
11204,0.219,80
29456,6.017,97
28366,3.611,105
43410,3.923,97
88280,5.883,71
77991,6.45,80
11761,0.614,97
78157,9.498,71
9110,6.694,0
71592,11.6,80
87554,10.272,97
7765,2.158,97
78562,9.555,97
23440,0.02,10
46922,11.036,31
36541,5.713,97
29768,0.034,19
84401,1.578,71
46027,3.286,81
54776,8.674,42
14429,4.015,75
18102,0.021,97
71205,3.75,0
79839,13.04,81
37244,0.144,97
88503,0.155,60
40811,4.348,80
2173,1.303,97
45823,2.482,97
17380,10.244,80
85786,3.439,86
83388,1.95,80
56718,6.251,97
26164,10.732,97
86559,2.041,97
6999,5.033,0
76888,7.96,64
14811,3.756,71
6493,8.106,3
44045,0.943,0
27897,9.175,43
70757,4.819,97
79770,3.062,97
84843,6.051,97
71959,12.574,0
59322,3.909,134
61162,9.612,0
49668,3.712,0
58819,3.871,64
25668,2.804,97
18853,3.967,80
72671,2.489,97
29985,1.436,1
14354,12.578,47
40932,10.742,30
1345,2.538,52
33091,1.922,97
57236,10.223,81
58831,8.077,97
8686,8.633,97
21735,2.945,92
61989,4.903,0
83120,8.028,97
29859,0.073,97
644,0.866,39
49447,8.013,0
50736,9.228,0
46487,16.038,97
89200,9.473,0
57462,14.109,0
16824,13.011,0
58797,4.116,97
9627,3.8,80
72882,8.397,3
4136,7.704,99
18757,1.373,97
61233,9.93,52
22596,7.826,97
74568,4.905,97
77482,2.39,81
27797,3.16,71
55269,3.924,71
24733,5.916,64
62902,15.386,0
70834,12.77,97
40424,7.975,10
63666,1.893,97
64760,4.828,97
33296,6.294,71
7115,2.87,97
39926,0.236,64
24660,5.544,0
88065,1.651,0
16830,2.642,20
14156,10.822,79
63823,6.264,71
12022,4.648,80
65145,0.324,97
65656,10.53,0
76013,0.78,43
18983,2.648,10
51772,1.01,97
52205,4.375,97
50861,4.131,80
33930,5.122,97
43564,6.909,79
57355,3.81,117
37093,7.806,0
53563,3.244,71
80099,0.404,97
20387,7.391,97
32666,0.036,49
46352,1.156,81
11234,5.584,71
43158,0.031,97
38323,7.333,71
7877,0.321,97
29437,8.087,83
9299,6.732,42
8681,5.26,14
16103,7.397,0
78917,2.473,97
9352,4.894,97
43423,3.673,97
55675,0.712,0
48547,12.576,77
23649,6.113,86
40341,6.594,0
9662,3.151,107
65594,5.623,71
27029,14.412,97
19298,1.092,97
36065,1.57,80
37314,14.607,71
75959,2.59,97
38677,2.03,97
49046,3.174,80
20633,1.34,97
11856,2.62,80
80109,0.052,45
56148,2.21,42
24768,4.787,97
18434,16.843,81
9515,7.375,71
21331,0.146,71
78049,2.258,80
80940,3.902,80
40997,3.594,0
56263,1.632,80
67110,1.909,126
83500,7.714,79
40237,3.657,0
5588,3.026,71
44867,3.96,80
48045,1.159,57
59471,3.96,71
73846,4.196,97
1267,10.042,71
67559,7.764,97
53942,6.196,0
14711,2.656,71
77118,4.498,97
13339,3.219,97
8169,5.704,71
52167,6.668,0
56777,4.197,117
62860,0.192,71
46108,3.288,10
53914,3.211,80
66213,0.679,29
63617,0.31,80
38365,6.724,97
79159,15.117,80
19122,4.798,126
26668,4.213,97
45919,9.998,0
56741,5.681,97
55325,11.838,0
47519,6.11,71
9080,4.118,99
72379,9.23,81
61770,9.071,0
43942,12.79,93
11065,6.403,0
16182,1.976,0
61428,3.182,48
78728,4.604,20
31750,4.325,0
41272,3.152,64
40331,8.634,0
8507,3.287,64
55038,1.606,105
25259,0.898,81
89151,6.711,97
43205,6.487,97
29089,0.026,38
50944,2.556,10
81026,2.588,81
31821,0.042,80
73890,0.037,97
56046,0.634,38
80662,6.383,39
42097,3.469,97
75796,6.864,71
11687,4.995,10
81930,7.113,97
45045,0.658,97
70950,4.302,97
80080,1.967,80
29478,6.565,97
24997,1.73,80
9888,3.58,97
43978,14.617,71
74194,12.76,71
52285,0.489,80
23811,1.775,79
89716,2.031,97
71111,1.526,97
58626,4.62,97
82224,3.554,80
36873,10.155,97
71062,13.938,0
49467,10.813,71
44770,5.881,134
68050,2.398,10
66465,4.436,97
68851,4.907,97
31434,3.016,66
83934,1.613,97
82634,3.075,10
5285,7.699,0
11057,1.578,97
28878,1.679,71
83197,3.307,80
65711,0.056,38
9613,11.074,71
66546,2.77,97
9376,2.702,97
54193,4.653,80
25209,13.239,104
37059,3.738,97
1037,3.283,97
4740,6.22,64
84077,4.645,97
14466,11.0,40
63134,2.882,39
75972,1.811,3
65436,10.159,0
67583,4.865,30
79859,8.919,80
75122,2.775,97
4268,0.925,0
9767,4.181,3
58282,2.941,81
49990,3.026,0
34407,3.985,93
40583,14.527,80
7261,0.265,10
34934,4.909,64
80237,1.711,97
89358,3.125,87
76587,4.483,3
32665,2.506,0
28011,9.666,71
36276,16.092,0
31337,3.291,80
40032,9.803,97
1077,1.482,80
19507,5.624,97
22612,0.728,71
26569,4.523,0
18744,2.553,97
30318,14.32,14
73559,0.048,113
63610,3.305,105
25793,2.103,0
35651,3.935,71
4448,15.355,71
65176,5.886,97
18775,13.896,76
3250,1.913,64
35249,2.806,10
87029,3.987,43
77891,2.772,80
87951,1.086,97
82496,3.147,0
24114,5.975,81
47275,7.225,79
61235,1.471,71
32647,0.119,67
84632,3.002,64
48036,6.661,107
29268,0.354,80
56114,0.405,97
2644,8.78,97
48760,2.277,66
50110,9.461,40
39355,4.446,86
28197,3.8,97
42431,8.014,0
5042,6.52,97
72922,12.033,71
13052,5.559,97
73203,4.235,81
83638,0.717,64
44248,1.286,79
63757,0.071,97
50296,2.123,63
61175,4.405,79
20615,6.62,79
37352,2.282,97
3307,9.164,0
66070,2.782,97
66317,3.388,79
64135,16.762,52
49376,13.069,0
13810,1.301,97
88450,2.162,64
17952,0.233,13
30069,9.806,97
26176,3.187,81
12903,0.752,81
9901,13.319,79
34900,9.093,71
82902,1.701,58
31776,2.834,97
52510,7.101,97
86399,7.879,43
11308,0.368,127
25947,8.491,0
54764,2.927,39
40869,0.774,64
13184,3.831,97
34012,3.857,97
63655,8.039,81
57509,6.316,97
48150,1.123,81
39908,7.457,84
3115,3.869,0
7775,1.006,64
86656,0.137,97
79502,3.613,20
79051,1.32,81
32670,5.207,0
72259,7.959,0
24521,2.193,97
73717,3.138,97
54331,1.248,39
24049,1.19,97
14344,4.952,97
80788,3.93,80
78586,17.955,97
73881,0.197,0
15202,2.706,80
53129,7.685,79
76431,0.26,97
52974,6.591,71
55379,2.65,80
40575,1.352,64
84050,2.975,21
1569,8.647,97
77970,1.245,97
20969,2.206,105
30878,2.729,97
85459,5.511,105
